Store_ID,Month,Region,Product Mix,Inventory–Local Demand Match,Customer Loyalty & Engagement,Promotions & Pricing Effectiveness,Competitor New Stores,Competitor Ad Spend (₱),Sales Decline,Customer Basket Size,Customer Trip Frequency,Inventory Holding Costs (₱),Market Share in Region,Customer Preference Alignment
S0117,2025-08,Other,Specialty,Medium,Moderate,Effective,0,123.86,3.13,3.54,1.59,74285,13.22,Low
S0130,2025-05,Southeast,Specialty,Medium,Moderate,Effective,3,210.35,12.04,2.77,1.4,113748,9.54,Low
S0139,2024-12,Other,Standard,High,Moderate,Effective,1,161.76,7.76,3.93,1.75,68868,11.39,Low
S0190,2025-12,Midwest,New Products,Medium,Strong,Ineffective,0,118.6,13.18,2.95,1.97,116758,12.21,High
S0019,2025-02,Other,Standard,High,Moderate,Effective,0,395.83,7.54,3.42,1.93,95185,12.28,Low
S0096,2024-05,Southeast,Standard,High,Strong,Effective,1,146.0,2.07,2.22,2.05,65333,13.23,Low
S0019,2025-09,Other,Standard,Low,Strong,Ineffective,0,288.79,13.59,2.45,0.81,137131,9.18,Low
S0186,2025-04,Other,New Products,High,Strong,Ineffective,1,680.54,11.1,2.64,1.91,95066,11.95,High
S0187,2024-06,Southeast,New Products,Low,Weak,Ineffective,1,406.93,21.74,3.79,1.57,119353,6.86,High
S0126,2024-08,Southeast,Standard,Medium,Moderate,Effective,2,189.0,12.33,3.49,2.18,113637,10.34,Low
S0001,2025-03,Other,Standard,High,Moderate,Effective,0,195.1,6.73,3.42,1.07,93898,14.75,Low
S0112,2024-09,Midwest,Standard,High,Strong,Effective,0,158.0,7.41,3.1,1.05,73222,13.35,Low
S0040,2024-10,Other,Standard,Low,Moderate,Effective,1,226.54,17.69,2.59,1.29,124497,8.98,Low
S0011,2024-08,Southeast,Standard,High,Strong,Ineffective,2,525.74,17.59,3.62,1.39,88872,7.33,Low
S0137,2024-12,Other,Specialty,High,Moderate,Effective,2,97.31,7.12,2.55,1.68,68310,11.53,Low
S0016,2024-01,Midwest,Specialty,Medium,Strong,Effective,2,111.43,11.0,2.83,2.34,101644,9.11,Low
S0196,2025-02,Midwest,New Products,High,Moderate,Effective,0,506.1,12.94,3.59,1.41,85614,8.94,High
S0153,2024-05,Midwest,New Products,Low,Weak,Ineffective,2,1015.61,25.65,2.1,1.16,175708,6.31,High
S0145,2025-11,Southeast,Standard,Low,Strong,Effective,0,341.67,15.78,4.09,2.4,148663,11.28,Low
S0161,2024-02,Midwest,New Products,Low,Moderate,Effective,0,243.42,14.2,1.9,1.65,131001,13.41,High
S0060,2024-09,Midwest,Standard,High,Moderate,Effective,2,279.71,14.07,3.36,1.41,93258,9.86,Low
S0135,2024-10,Southeast,Specialty,Low,Strong,Effective,0,448.35,22.17,2.87,1.62,146791,9.0,Low
S0126,2024-03,Southeast,Standard,Medium,Moderate,Effective,0,194.8,7.73,3.09,1.44,93276,13.03,Low
S0149,2024-01,Southeast,Standard,Low,Moderate,Ineffective,0,185.17,24.83,2.78,1.57,181511,7.98,Low
S0169,2024-12,Midwest,New Products,High,Strong,Effective,0,846.63,6.93,3.79,2.03,64788,11.42,High
S0206,2024-05,Midwest,New Products,High,Strong,Ineffective,2,201.23,13.07,2.57,2.25,93796,8.61,High
S0210,2024-06,Southeast,New Products,Medium,Strong,Ineffective,0,129.85,8.51,2.47,0.98,78869,13.34,High
S0021,2024-11,Other,Standard,High,Weak,Effective,0,137.88,5.59,3.21,1.67,52752,12.51,Low
S0036,2025-11,Midwest,Specialty,Low,Strong,Ineffective,3,182.94,23.39,3.04,1.35,144731,6.89,Low
S0122,2025-12,Southeast,Standard,Medium,Moderate,Effective,0,201.62,14.97,2.76,1.66,98970,11.05,Low
S0094,2025-08,Southeast,Standard,Low,Moderate,Ineffective,0,347.67,21.03,2.98,1.32,164529,6.99,Low
S0110,2025-06,Other,Specialty,High,Strong,Effective,0,808.95,7.01,2.77,1.84,57015,12.96,Low
S0191,2025-03,Other,New Products,Medium,Moderate,Effective,0,211.55,6.18,3.33,1.0,96284,12.77,High
S0185,2025-03,Other,New Products,High,Moderate,Effective,0,472.06,3.05,3.28,2.18,45988,12.14,High
S0022,2024-03,Southeast,Standard,Low,Moderate,Ineffective,0,153.69,18.34,3.32,0.95,145500,9.8,Low
S0115,2025-08,Midwest,Specialty,Medium,Weak,Effective,0,214.5,15.47,3.43,1.78,115701,9.34,Low
S0002,2024-02,Southeast,Standard,Low,Moderate,Ineffective,2,600.4,21.36,2.47,1.46,123945,7.84,Low
S0111,2024-07,Southeast,Specialty,Medium,Moderate,Effective,2,122.84,12.73,2.97,2.14,97095,9.15,Low
S0051,2025-11,Midwest,Standard,Medium,Strong,Effective,2,201.05,9.06,2.26,1.69,97007,10.89,Low
S0047,2024-10,Southeast,Specialty,Medium,Moderate,Effective,1,275.59,6.74,2.66,1.6,112824,10.13,Low
S0083,2024-04,Other,Specialty,High,Moderate,Ineffective,0,344.62,6.63,3.31,1.79,69863,12.11,Low
S0146,2024-04,Midwest,Standard,Medium,Strong,Ineffective,1,299.91,20.39,3.79,1.26,147890,7.53,Low
S0187,2025-05,Southeast,New Products,Low,Moderate,Effective,1,237.85,13.45,4.02,1.18,128972,10.96,High
S0197,2024-06,Southeast,New Products,Medium,Strong,Ineffective,0,38.05,9.98,2.18,1.98,102563,11.83,High
S0019,2024-02,Other,Standard,High,Moderate,Effective,0,615.56,8.91,2.65,1.21,105638,13.58,Low
S0088,2025-04,Southeast,Specialty,Medium,Moderate,Effective,2,545.06,14.01,3.63,1.18,85292,8.6,Low
S0154,2024-03,Southeast,New Products,High,Moderate,Effective,2,565.23,18.16,3.73,1.42,98044,8.9,High
S0121,2024-08,Southeast,Specialty,Low,Weak,Effective,1,629.57,20.69,3.36,2.07,121030,7.87,Low
S0147,2025-05,Midwest,Specialty,Medium,Moderate,Ineffective,1,440.8,15.38,2.33,1.49,125521,11.02,Low
S0105,2025-10,Other,Standard,High,Strong,Effective,0,376.33,8.46,3.64,1.53,47834,12.56,Low
S0161,2025-06,Midwest,New Products,High,Moderate,Effective,1,134.08,7.16,2.15,2.15,68068,12.63,High
S0105,2025-11,Other,Standard,High,Weak,Ineffective,0,276.46,7.1,3.18,1.77,75069,12.67,Low
S0193,2024-02,Midwest,New Products,Medium,Strong,Ineffective,1,2001.01,21.53,3.68,0.89,127672,7.03,High
S0124,2025-05,Southeast,Specialty,Medium,Strong,Effective,1,128.65,12.76,2.65,1.97,113646,8.77,Low
S0046,2025-11,Other,Specialty,High,Moderate,Effective,0,259.93,7.82,3.04,2.02,75024,11.74,Low
S0200,2024-07,Midwest,New Products,High,Strong,Ineffective,2,145.51,12.23,3.21,1.4,83941,9.84,High
S0063,2025-02,Southeast,Standard,Low,Moderate,Effective,0,289.05,17.19,2.84,2.12,145120,9.91,Low
S0103,2025-12,Midwest,Standard,Medium,Strong,Effective,0,444.83,3.53,3.37,1.87,54150,12.61,Low
S0163,2025-09,Midwest,New Products,Low,Moderate,Ineffective,3,52.31,17.34,1.95,1.29,140616,6.73,High
S0007,2025-01,Other,Standard,High,Strong,Effective,1,135.68,7.6,3.01,1.54,74835,14.6,Low
S0127,2024-09,Midwest,Standard,Low,Weak,Effective,0,219.57,18.34,3.0,1.55,129483,9.69,Low
S0077,2024-08,Midwest,Standard,Medium,Strong,Effective,0,408.83,8.17,2.92,1.36,75776,11.54,Low
S0026,2025-04,Midwest,Specialty,Medium,Strong,Ineffective,0,246.35,12.66,2.95,1.61,133526,10.5,Low
S0027,2025-08,Southeast,Standard,High,Weak,Ineffective,1,306.8,20.88,2.85,0.93,101646,7.5,Low
S0063,2024-04,Southeast,Standard,Low,Moderate,Ineffective,3,144.86,27.1,3.34,1.26,179527,4.39,Low
S0094,2024-02,Southeast,Standard,High,Moderate,Ineffective,0,200.9,7.9,3.32,2.01,86103,11.45,Low
S0045,2025-01,Other,Standard,Medium,Weak,Ineffective,0,960.7,14.51,2.87,1.2,105847,11.19,Low
S0144,2024-04,Southeast,Standard,Medium,Strong,Effective,0,467.4,15.98,3.42,1.73,126354,9.1,Low
S0205,2025-03,Midwest,New Products,Low,Strong,Effective,0,187.29,12.45,2.88,1.54,121656,11.11,High
S0179,2024-02,Other,New Products,High,Strong,Effective,0,655.43,6.48,2.67,1.73,70504,12.91,High
S0102,2025-06,Other,Standard,High,Strong,Effective,0,209.0,4.11,2.47,1.33,42045,13.35,Low
S0014,2025-07,Other,Specialty,High,Strong,Effective,0,272.44,2.26,3.1,1.4,63217,14.35,Low
S0063,2025-05,Southeast,Standard,Medium,Moderate,Effective,1,464.19,17.47,2.35,1.16,135247,8.95,Low
S0113,2024-07,Midwest,Standard,Medium,Strong,Effective,0,359.66,12.36,3.08,1.57,106164,11.67,Low
S0173,2025-11,Midwest,New Products,Medium,Weak,Ineffective,0,313.64,21.72,3.24,1.68,127581,10.65,High
S0026,2025-11,Midwest,Specialty,Medium,Strong,Effective,0,283.14,12.96,2.21,1.32,92211,10.51,Low
S0069,2025-07,Midwest,Specialty,High,Weak,Effective,1,297.47,12.35,2.44,0.92,90190,10.48,Low
S0197,2025-09,Southeast,New Products,Low,Strong,Effective,1,411.93,21.0,3.57,1.24,165912,7.35,High
S0145,2025-12,Southeast,Standard,High,Strong,Ineffective,0,403.93,11.99,2.76,1.59,104336,10.1,Low
S0163,2025-03,Midwest,New Products,High,Strong,Effective,1,926.76,10.77,3.11,1.33,95319,11.71,High
S0171,2024-04,Midwest,New Products,Low,Moderate,Ineffective,0,243.61,25.85,3.69,1.44,184414,8.1,High
S0107,2024-12,Southeast,Standard,High,Moderate,Effective,1,572.7,14.77,3.25,1.4,105013,10.46,Low
S0115,2025-11,Midwest,Specialty,High,Strong,Effective,0,195.31,7.25,3.32,1.71,58263,11.39,Low
S0032,2024-12,Other,Specialty,High,Strong,Effective,0,184.07,5.5,2.63,2.72,63727,12.71,Low
S0022,2025-03,Southeast,Standard,Medium,Weak,Effective,0,825.77,18.39,2.16,1.51,135506,9.43,Low
S0162,2024-05,Other,New Products,Medium,Weak,Effective,1,85.29,12.7,3.49,1.74,92669,12.68,High
S0002,2024-09,Southeast,Standard,Medium,Moderate,Ineffective,0,610.65,23.23,2.43,1.44,138891,7.44,Low
S0204,2024-06,Midwest,New Products,High,Strong,Effective,1,351.98,10.3,3.79,2.36,81234,9.95,High
S0049,2024-06,Other,Standard,Low,Strong,Effective,0,92.29,13.1,3.61,1.73,136804,12.27,Low
S0032,2024-01,Other,Specialty,High,Moderate,Effective,0,63.15,0.0,2.65,1.53,39372,16.72,Low
S0077,2025-05,Midwest,Standard,High,Moderate,Effective,1,194.65,11.49,2.94,1.51,70500,12.38,Low
S0174,2024-10,Other,New Products,High,Strong,Ineffective,1,168.35,8.92,2.03,2.2,107245,11.23,High
S0119,2024-12,Southeast,Standard,Medium,Moderate,Effective,1,593.69,13.3,1.96,1.16,93939,9.07,Low
S0110,2025-11,Other,Specialty,Low,Strong,Ineffective,0,96.87,7.21,3.5,1.73,110858,12.57,Low
S0033,2025-04,Midwest,Standard,Low,Moderate,Effective,2,417.46,28.33,3.19,1.79,185106,4.92,Low
S0154,2025-02,Southeast,New Products,High,Strong,Ineffective,0,310.6,10.88,3.22,0.1,106660,11.19,High
S0107,2024-07,Southeast,Standard,Low,Moderate,Effective,1,433.94,19.63,2.53,1.83,153179,7.71,Low
S0010,2025-02,Southeast,Standard,High,Strong,Effective,1,353.95,3.45,3.55,1.4,33140,12.59,Low
S0036,2025-06,Midwest,Specialty,Medium,Strong,Ineffective,0,1156.56,12.95,2.47,1.72,103768,10.21,Low
S0065,2024-08,Southeast,Standard,High,Moderate,Effective,0,264.53,11.35,2.96,1.03,71229,9.59,Low
S0101,2024-03,Other,Standard,High,Strong,Ineffective,0,165.35,2.6,2.79,1.86,75032,13.72,Low
S0018,2024-01,Midwest,Standard,High,Strong,Ineffective,0,154.39,12.19,4.52,1.81,102958,12.02,Low
S0008,2024-03,Other,Standard,Medium,Strong,Effective,1,98.56,5.24,3.34,2.43,115875,13.0,Low
S0023,2025-01,Other,Specialty,High,Moderate,Effective,1,205.51,10.01,3.64,0.93,72087,10.15,Low
S0137,2025-02,Other,Specialty,High,Moderate,Effective,0,329.42,7.34,2.61,1.06,49920,12.99,Low
S0098,2025-05,Midwest,Standard,Medium,Moderate,Ineffective,3,85.21,17.83,2.37,1.23,129263,8.21,Low
S0209,2024-03,Midwest,New Products,Low,Moderate,Effective,0,338.59,13.2,2.41,1.68,120186,10.34,High
S0026,2025-02,Midwest,Specialty,Low,Moderate,Effective,2,541.14,22.02,2.95,1.39,145027,7.12,Low
S0079,2024-02,Southeast,Standard,Low,Moderate,Effective,1,874.4,23.08,2.17,1.81,158079,7.08,Low
S0078,2025-11,Other,Standard,High,Moderate,Ineffective,0,534.77,10.25,2.27,2.14,98184,11.78,Low
S0193,2024-12,Midwest,New Products,Low,Weak,Effective,0,768.66,20.77,3.55,1.61,156961,8.44,High
S0049,2024-10,Other,Standard,High,Strong,Effective,0,222.03,2.0,2.75,1.55,74396,14.21,Low
S0099,2025-04,Midwest,Standard,High,Strong,Ineffective,1,509.0,13.96,3.19,1.56,84329,9.81,Low
S0101,2024-06,Other,Standard,Low,Weak,Effective,0,231.67,14.72,3.34,1.18,150365,8.63,Low
S0189,2024-07,Other,New Products,High,Strong,Ineffective,0,189.77,5.33,1.8,2.52,54266,13.61,High
S0070,2024-10,Southeast,Specialty,Medium,Moderate,Ineffective,0,631.18,21.17,2.25,1.43,120825,7.98,Low
S0063,2024-12,Southeast,Standard,High,Weak,Ineffective,1,305.26,19.21,2.36,1.89,95990,8.34,Low
S0205,2024-06,Midwest,New Products,Medium,Moderate,Ineffective,1,131.69,15.9,2.77,1.75,81221,10.91,High
S0024,2025-01,Other,Standard,High,Moderate,Ineffective,0,797.23,9.84,3.36,1.43,75226,11.62,Low
S0152,2024-11,Other,New Products,High,Strong,Effective,0,800.58,7.26,2.72,1.72,57542,13.21,High
S0179,2024-10,Other,New Products,High,Strong,Effective,0,380.92,8.65,2.74,1.51,77691,12.0,High
S0103,2025-04,Midwest,Standard,Low,Moderate,Ineffective,0,521.88,24.65,2.43,1.01,172527,8.63,Low
S0128,2025-05,Midwest,Specialty,High,Moderate,Effective,0,329.37,6.05,2.71,2.18,80222,12.67,Low
S0117,2025-10,Other,Specialty,Medium,Moderate,Ineffective,0,158.36,14.34,2.19,2.13,108852,11.81,Low
S0176,2024-04,Midwest,New Products,Low,Moderate,Ineffective,1,602.2,27.65,2.66,2.21,199437,5.8,High
S0208,2024-01,Other,New Products,High,Strong,Effective,1,182.82,5.97,1.88,2.16,36339,12.51,High
S0148,2024-10,Southeast,Specialty,Medium,Strong,Ineffective,1,208.37,5.26,3.65,1.75,113677,13.2,Low
S0131,2025-12,Midwest,Standard,Medium,Weak,Ineffective,0,139.69,12.03,2.65,1.68,93630,11.43,Low
S0158,2025-10,Other,New Products,High,Moderate,Effective,0,274.12,7.23,2.48,1.56,64168,12.26,High
S0106,2024-08,Other,Standard,Low,Moderate,Effective,0,149.53,11.73,2.44,1.43,117677,10.23,Low
S0060,2024-12,Midwest,Standard,Medium,Weak,Ineffective,1,354.93,21.17,3.18,1.28,136764,7.89,Low
S0049,2025-09,Other,Standard,Medium,Moderate,Effective,0,167.17,12.55,2.59,1.63,85131,10.27,Low
S0147,2025-01,Midwest,Specialty,High,Strong,Effective,1,159.41,7.06,3.23,1.27,71844,11.44,Low
S0014,2025-02,Other,Specialty,High,Moderate,Effective,0,508.31,8.77,2.7,1.75,94615,10.8,Low
S0044,2025-08,Midwest,Standard,Low,Moderate,Effective,1,171.27,15.63,3.69,1.28,156630,10.41,Low
S0125,2025-11,Midwest,Standard,Medium,Weak,Effective,4,307.79,21.06,2.56,1.43,141965,5.33,Low
S0140,2025-05,Midwest,Standard,Low,Weak,Effective,0,547.54,23.98,2.84,1.3,167975,6.68,Low
S0123,2024-10,Midwest,Standard,Medium,Strong,Ineffective,1,181.1,11.3,3.17,1.57,83289,12.28,Low
S0084,2025-08,Midwest,Standard,High,Moderate,Ineffective,0,212.2,8.97,1.98,1.82,75112,11.89,Low
S0121,2024-02,Southeast,Specialty,Medium,Moderate,Effective,1,582.78,20.82,2.92,1.08,116372,7.03,Low
S0050,2025-09,Midwest,Standard,Low,Moderate,Ineffective,1,290.87,20.92,2.45,0.97,158173,9.21,Low
S0026,2025-09,Midwest,Specialty,Low,Weak,Effective,1,250.96,23.99,3.09,0.88,157321,7.25,Low
S0075,2025-02,Midwest,Standard,High,Moderate,Ineffective,0,300.98,12.25,2.95,1.78,97896,12.1,Low
S0204,2024-07,Midwest,New Products,Medium,Strong,Effective,1,864.74,16.42,3.5,0.81,123612,8.99,High
S0050,2025-02,Midwest,Standard,High,Strong,Ineffective,1,175.1,16.24,2.22,0.69,116226,8.46,Low
S0014,2025-05,Other,Specialty,Medium,Weak,Ineffective,0,317.08,18.57,3.22,1.58,109240,9.38,Low
S0028,2024-01,Midwest,Specialty,Medium,Strong,Ineffective,0,211.33,12.03,2.89,1.62,118119,11.85,Low
S0038,2024-10,Southeast,Standard,Low,Moderate,Effective,0,356.57,17.51,2.77,1.82,161216,8.19,Low
S0130,2024-12,Southeast,Specialty,Medium,Strong,Effective,1,280.87,12.01,2.17,1.18,117534,10.09,Low
S0047,2025-08,Southeast,Specialty,High,Strong,Effective,0,241.47,11.37,2.43,1.65,98854,11.94,Low
S0099,2024-03,Midwest,Standard,Low,Moderate,Effective,1,214.01,16.32,2.95,1.67,149345,8.64,Low
S0196,2024-01,Midwest,New Products,High,Strong,Effective,0,262.2,2.82,3.23,1.18,41468,13.93,High
S0209,2024-08,Midwest,New Products,Low,Weak,Ineffective,1,106.28,16.58,3.92,1.18,131777,7.77,High
S0134,2024-12,Midwest,Standard,High,Weak,Effective,0,324.1,11.81,2.52,1.95,96217,10.73,Low
S0184,2025-12,Midwest,New Products,High,Strong,Ineffective,1,459.91,13.09,2.64,1.77,73431,8.99,High
S0062,2025-08,Southeast,Standard,Low,Weak,Ineffective,1,276.07,17.16,3.29,1.61,126566,7.4,Low
S0141,2024-11,Southeast,Standard,Low,Strong,Effective,0,104.74,11.93,3.3,1.68,119956,10.61,Low
S0170,2024-10,Other,New Products,High,Strong,Effective,1,248.0,5.12,2.91,2.0,70852,10.56,High
S0099,2025-06,Midwest,Standard,Low,Weak,Effective,2,656.84,15.15,1.94,2.19,136237,8.45,Low
S0065,2025-10,Southeast,Standard,Low,Moderate,Effective,3,323.89,24.18,2.45,0.61,156551,6.27,Low
S0043,2025-04,Other,Standard,Low,Weak,Effective,0,188.26,12.96,2.73,1.38,115726,9.99,Low
S0132,2025-07,Other,Specialty,High,Moderate,Effective,1,580.33,8.23,3.59,2.09,68494,11.36,Low
S0129,2024-09,Midwest,Standard,High,Strong,Ineffective,1,230.29,8.83,3.24,1.38,72089,10.63,Low
S0077,2025-02,Midwest,Standard,Medium,Moderate,Ineffective,2,321.79,15.14,3.38,1.77,129130,9.95,Low
S0069,2025-04,Midwest,Specialty,High,Strong,Effective,0,110.39,8.09,3.07,1.99,83886,13.01,Low
S0161,2024-05,Midwest,New Products,Medium,Moderate,Effective,0,855.12,17.5,2.71,1.22,125725,9.48,High
S0034,2025-06,Southeast,Standard,High,Moderate,Effective,0,217.71,13.94,2.89,1.77,96409,9.51,Low
S0121,2025-11,Southeast,Specialty,High,Strong,Effective,2,135.57,7.9,3.29,1.6,96943,9.09,Low
S0041,2025-07,Southeast,Standard,Low,Moderate,Ineffective,0,309.97,20.04,3.72,1.36,168024,9.41,Low
S0089,2025-12,Midwest,Specialty,Medium,Weak,Effective,1,240.51,16.96,3.38,1.36,118847,7.85,Low
S0130,2024-03,Southeast,Specialty,High,Strong,Effective,1,189.66,10.32,2.64,1.49,94895,9.87,Low
S0073,2025-02,Other,Standard,High,Moderate,Ineffective,0,187.68,8.88,3.2,2.11,67155,12.98,Low
S0106,2025-03,Other,Standard,Low,Moderate,Effective,0,415.45,12.72,3.3,1.56,127102,12.93,Low
S0061,2024-09,Other,Standard,High,Strong,Ineffective,1,238.19,16.06,2.93,1.8,105527,9.24,Low
S0109,2025-12,Midwest,Standard,Low,Moderate,Effective,0,749.01,18.76,1.49,0.94,140476,10.47,Low
S0065,2024-04,Southeast,Standard,High,Strong,Ineffective,0,305.58,12.25,2.27,1.82,77561,11.14,Low
S0173,2025-09,Midwest,New Products,Low,Moderate,Ineffective,0,480.81,10.84,2.07,1.6,115233,12.05,High
S0124,2024-06,Southeast,Specialty,High,Strong,Effective,0,373.64,12.08,2.88,1.85,93411,11.95,Low
S0008,2024-07,Other,Standard,High,Strong,Effective,2,619.71,9.09,3.79,1.3,71438,12.83,Low
S0067,2025-11,Southeast,Standard,Low,Weak,Ineffective,0,142.2,19.45,3.75,1.52,131719,9.09,Low
S0099,2024-10,Midwest,Standard,Low,Weak,Ineffective,0,183.91,22.2,3.11,1.75,154978,7.66,Low
S0186,2024-06,Other,New Products,Medium,Moderate,Effective,1,790.32,12.23,3.05,2.06,100958,10.74,High
S0200,2024-11,Midwest,New Products,Low,Moderate,Effective,0,163.86,13.12,3.18,1.5,131073,11.46,High
S0010,2024-02,Southeast,Standard,Medium,Weak,Ineffective,0,240.0,19.15,2.31,1.16,153513,9.11,Low
S0176,2024-06,Midwest,New Products,Medium,Weak,Ineffective,2,948.58,19.19,3.46,1.73,123019,6.33,High
S0158,2025-06,Other,New Products,High,Weak,Ineffective,0,184.83,11.16,3.22,1.94,69923,12.59,High
S0061,2024-05,Other,Standard,Medium,Moderate,Effective,0,200.01,8.27,2.51,2.09,105984,12.62,Low
S0029,2025-07,Midwest,Standard,Medium,Strong,Effective,2,950.45,18.85,2.87,1.82,131674,9.01,Low
S0154,2025-10,Southeast,New Products,Medium,Strong,Ineffective,0,170.03,6.95,2.92,0.92,108112,15.75,High
S0139,2024-06,Other,Standard,Medium,Strong,Effective,1,348.1,8.58,2.08,1.1,123230,9.85,Low
S0095,2025-10,Midwest,Specialty,High,Weak,Ineffective,3,362.6,22.51,3.54,1.61,110983,6.15,Low
S0047,2024-03,Southeast,Specialty,Medium,Weak,Ineffective,0,82.38,10.66,3.2,1.31,110675,11.05,Low
S0072,2025-08,Southeast,Standard,High,Moderate,Ineffective,0,522.91,17.12,3.39,2.23,74370,10.3,Low
S0082,2025-07,Southeast,Standard,Medium,Weak,Ineffective,0,464.71,19.87,2.99,1.8,151606,8.14,Low
S0097,2025-06,Southeast,Standard,Low,Weak,Ineffective,1,163.49,22.48,2.83,1.73,132533,7.41,Low
S0026,2024-12,Midwest,Specialty,High,Moderate,Effective,1,126.47,8.94,3.75,0.96,94872,13.66,Low
S0138,2024-12,Southeast,Standard,High,Strong,Ineffective,1,582.8,14.1,3.13,1.35,72447,9.09,Low
S0163,2024-01,Midwest,New Products,High,Strong,Ineffective,0,432.19,12.41,3.13,1.67,83381,10.99,High
S0025,2024-01,Other,Specialty,Low,Weak,Effective,0,481.63,21.04,3.53,1.4,129289,7.85,Low
S0088,2025-01,Southeast,Specialty,Low,Moderate,Effective,0,280.83,16.93,3.56,2.37,139666,9.2,Low
S0187,2024-07,Southeast,New Products,Medium,Strong,Effective,0,466.46,11.04,2.44,1.81,78091,10.53,High
S0050,2024-05,Midwest,Standard,Low,Weak,Ineffective,1,172.88,27.44,3.16,1.63,200977,4.93,Low
S0038,2024-01,Southeast,Standard,Low,Moderate,Ineffective,1,170.95,17.11,3.08,1.44,139790,9.85,Low
S0133,2025-05,Southeast,Specialty,Medium,Weak,Effective,2,227.3,17.63,3.31,1.74,123292,6.98,Low
S0194,2024-12,Other,New Products,High,Moderate,Ineffective,0,532.67,16.79,3.32,2.13,88610,9.17,High
S0121,2025-08,Southeast,Specialty,High,Strong,Effective,2,696.79,13.23,2.77,1.98,103490,9.33,Low
S0035,2024-02,Southeast,Standard,Medium,Moderate,Effective,0,145.54,7.08,3.85,1.63,109910,12.82,Low
S0170,2024-11,Other,New Products,High,Strong,Ineffective,0,160.85,4.72,4.06,2.01,67313,12.75,High
S0081,2024-05,Other,Specialty,High,Moderate,Ineffective,0,78.91,2.69,3.31,2.33,59302,14.82,Low
S0009,2025-05,Midwest,Specialty,Medium,Moderate,Effective,2,377.76,12.64,3.0,1.83,56413,7.59,Low
S0013,2024-06,Southeast,Standard,High,Moderate,Ineffective,1,83.99,13.73,2.87,1.83,78574,10.71,Low
S0047,2025-04,Southeast,Specialty,Medium,Strong,Ineffective,0,726.16,19.83,2.61,0.99,163421,10.24,Low
S0094,2025-09,Southeast,Standard,Medium,Moderate,Ineffective,2,480.46,23.04,2.64,1.53,135267,5.98,Low
S0160,2025-12,Other,New Products,High,Weak,Effective,1,351.47,10.12,3.23,1.5,62392,11.61,High
S0053,2025-05,Other,Standard,High,Strong,Effective,0,1524.42,7.24,2.95,1.89,101001,14.24,Low
S0042,2024-07,Other,Specialty,Medium,Strong,Effective,0,192.54,3.73,2.53,1.76,84496,13.29,Low
S0097,2024-10,Southeast,Standard,Medium,Strong,Effective,0,271.7,10.63,2.41,2.01,87050,12.16,Low
S0177,2024-07,Southeast,New Products,High,Moderate,Effective,0,491.95,18.53,2.89,1.22,122506,8.71,High
S0066,2024-07,Southeast,Standard,Medium,Moderate,Effective,0,192.84,15.88,2.55,1.92,114731,10.0,Low
S0015,2025-06,Southeast,Standard,Low,Weak,Ineffective,0,509.31,30.32,2.97,1.92,173860,5.18,Low
S0124,2024-04,Southeast,Specialty,High,Moderate,Ineffective,1,469.03,12.99,3.3,1.62,81874,10.54,Low
S0134,2025-03,Midwest,Standard,Low,Moderate,Ineffective,0,422.58,26.01,2.39,1.64,170050,8.97,Low
S0130,2024-01,Southeast,Specialty,Low,Strong,Ineffective,2,118.19,22.69,2.33,1.99,165454,5.47,Low
S0063,2024-02,Southeast,Standard,Low,Moderate,Ineffective,1,158.23,23.39,3.74,0.49,165780,6.44,Low
S0109,2024-09,Midwest,Standard,Low,Moderate,Ineffective,0,166.03,19.13,3.16,1.39,159254,8.43,Low
S0130,2024-07,Southeast,Specialty,High,Strong,Effective,1,216.87,9.85,2.6,1.27,75681,11.09,Low
S0052,2024-05,Midwest,Specialty,High,Strong,Effective,0,378.25,11.12,3.24,1.12,99887,13.2,Low
S0011,2025-08,Southeast,Standard,High,Moderate,Ineffective,2,397.05,22.62,3.3,1.97,106612,6.83,Low
S0193,2025-03,Midwest,New Products,High,Strong,Effective,0,315.25,5.38,2.97,1.8,101708,14.1,High
S0078,2025-01,Other,Standard,High,Moderate,Effective,0,209.4,3.68,2.78,1.92,54969,15.72,Low
S0200,2024-03,Midwest,New Products,High,Strong,Effective,0,431.01,13.02,3.22,1.8,121727,12.2,High
S0209,2024-10,Midwest,New Products,High,Strong,Ineffective,1,345.73,11.61,2.67,1.91,115050,11.54,High
S0108,2025-08,Midwest,Standard,Low,Weak,Effective,0,316.54,18.98,3.44,1.1,140176,11.02,Low
S0003,2024-05,Other,Standard,High,Moderate,Ineffective,1,318.78,12.41,2.9,2.11,94590,10.14,Low
S0157,2024-10,Midwest,New Products,Medium,Weak,Ineffective,1,340.87,18.62,2.55,1.5,98185,7.05,High
S0080,2024-10,Other,Standard,High,Strong,Effective,0,191.57,0.0,4.27,1.96,30185,15.85,Low
S0094,2024-01,Southeast,Standard,Medium,Weak,Effective,1,437.84,15.8,2.43,2.0,138773,9.06,Low
S0176,2025-10,Midwest,New Products,Low,Weak,Effective,1,190.26,17.68,2.99,2.34,130549,8.86,High
S0195,2025-11,Midwest,New Products,Low,Weak,Effective,1,303.86,18.76,3.62,1.0,172443,8.59,High
S0100,2024-09,Other,Standard,High,Strong,Effective,0,199.9,0.0,2.49,1.82,34544,15.26,Low
